Series ID,Year,Period,Label,Value
LASST450000000000005,1988,M03,1988 Mar,1574675
LASST450000000000005,1988,M04,1988 Apr,1576684
LASST450000000000005,1988,M05,1988 May,1578594
LASST450000000000005,1988,M06,1988 Jun,1580788
LASST450000000000005,1988,M07,1988 Jul,1583554
LASST450000000000005,1988,M08,1988 Aug,1586944
LASST450000000000005,1988,M09,1988 Sep,1590692
LASST450000000000005,1988,M10,1988 Oct,1594465
LASST450000000000005,1988,M11,1988 Nov,1598013
LASST450000000000005,1988,M12,1988 Dec,1601127
LASST450000000000005,1989,M01,1989 Jan,1603663
LASST450000000000005,1989,M02,1989 Feb,1605319
LASST450000000000005,1989,M03,1989 Mar,1606574
LASST450000000000005,1989,M04,1989 Apr,1608044
LASST450000000000005,1989,M05,1989 May,1609745
LASST450000000000005,1989,M06,1989 Jun,1611596
LASST450000000000005,1989,M07,1989 Jul,1613679
LASST450000000000005,1989,M08,1989 Aug,1616320
LASST450000000000005,1989,M09,1989 Sep,1619676
LASST450000000000005,1989,M10,1989 Oct,1623997
LASST450000000000005,1989,M11,1989 Nov,1628948
LASST450000000000005,1989,M12,1989 Dec,1634173
LASST450000000000005,1990,M01,1990 Jan,1639454
LASST450000000000005,1990,M02,1990 Feb,1644501
LASST450000000000005,1990,M03,1990 Mar,1648786
LASST450000000000005,1990,M04,1990 Apr,1652086
LASST450000000000005,1990,M05,1990 May,1654706
LASST450000000000005,1990,M06,1990 Jun,1656596
LASST450000000000005,1990,M07,1990 Jul,1657655
LASST450000000000005,1990,M08,1990 Aug,1657852
LASST450000000000005,1990,M09,1990 Sep,1657153
LASST450000000000005,1990,M10,1990 Oct,1655686
LASST450000000000005,1990,M11,1990 Nov,1654272
LASST450000000000005,1990,M12,1990 Dec,1653563
LASST450000000000005,1991,M01,1991 Jan,1653420
LASST450000000000005,1991,M02,1991 Feb,1653884
LASST450000000000005,1991,M03,1991 Mar,1654701
LASST450000000000005,1991,M04,1991 Apr,1655639
LASST450000000000005,1991,M05,1991 May,1656666
LASST450000000000005,1991,M06,1991 Jun,1657936
LASST450000000000005,1991,M07,1991 Jul,1659436
LASST450000000000005,1991,M08,1991 Aug,1661063
LASST450000000000005,1991,M09,1991 Sep,1662811
LASST450000000000005,1991,M10,1991 Oct,1664345
LASST450000000000005,1991,M11,1991 Nov,1665462
LASST450000000000005,1991,M12,1991 Dec,1666383
LASST450000000000005,1992,M01,1992 Jan,1667562
LASST450000000000005,1992,M02,1992 Feb,1669233
LASST450000000000005,1992,M03,1992 Mar,1671737
LASST450000000000005,1992,M04,1992 Apr,1674964
LASST450000000000005,1992,M05,1992 May,1678118
LASST450000000000005,1992,M06,1992 Jun,1680557
LASST450000000000005,1992,M07,1992 Jul,1682141
LASST450000000000005,1992,M08,1992 Aug,1683049
LASST450000000000005,1992,M09,1992 Sep,1683448
LASST450000000000005,1992,M10,1992 Oct,1683767
LASST450000000000005,1992,M11,1992 Nov,1684033
LASST450000000000005,1992,M12,1992 Dec,1684312
LASST450000000000005,1993,M01,1993 Jan,1685033
LASST450000000000005,1993,M02,1993 Feb,1686178
LASST450000000000005,1993,M03,1993 Mar,1687596
LASST450000000000005,1993,M04,1993 Apr,1689203
LASST450000000000005,1993,M05,1993 May,1690942
LASST450000000000005,1993,M06,1993 Jun,1692708
LASST450000000000005,1993,M07,1993 Jul,1694264
LASST450000000000005,1993,M08,1993 Aug,1695549
LASST450000000000005,1993,M09,1993 Sep,1697110
LASST450000000000005,1993,M10,1993 Oct,1699242
LASST450000000000005,1993,M11,1993 Nov,1701767
LASST450000000000005,1993,M12,1993 Dec,1704412
LASST450000000000005,1994,M01,1994 Jan,1706850
LASST450000000000005,1994,M02,1994 Feb,1708974
LASST450000000000005,1994,M03,1994 Mar,1710943
LASST450000000000005,1994,M04,1994 Apr,1713129
LASST450000000000005,1994,M05,1994 May,1716143
LASST450000000000005,1994,M06,1994 Jun,1720387
LASST450000000000005,1994,M07,1994 Jul,1725984
LASST450000000000005,1994,M08,1994 Aug,1732581
LASST450000000000005,1994,M09,1994 Sep,1739491
LASST450000000000005,1994,M10,1994 Oct,1746175
LASST450000000000005,1994,M11,1994 Nov,1752522
LASST450000000000005,1994,M12,1994 Dec,1758120
LASST450000000000005,1995,M01,1995 Jan,1762492
LASST450000000000005,1995,M02,1995 Feb,1765570
LASST450000000000005,1995,M03,1995 Mar,1767457
LASST450000000000005,1995,M04,1995 Apr,1768503
LASST450000000000005,1995,M05,1995 May,1769262
LASST450000000000005,1995,M06,1995 Jun,1770081
LASST450000000000005,1995,M07,1995 Jul,1771009
LASST450000000000005,1995,M08,1995 Aug,1771640
LASST450000000000005,1995,M09,1995 Sep,1771540
LASST450000000000005,1995,M10,1995 Oct,1770482
LASST450000000000005,1995,M11,1995 Nov,1768537
LASST450000000000005,1995,M12,1995 Dec,1766155
LASST450000000000005,1996,M01,1996 Jan,1764129
LASST450000000000005,1996,M02,1996 Feb,1763252
LASST450000000000005,1996,M03,1996 Mar,1763972
LASST450000000000005,1996,M04,1996 Apr,1766227
LASST450000000000005,1996,M05,1996 May,1769715
LASST450000000000005,1996,M06,1996 Jun,1774094
LASST450000000000005,1996,M07,1996 Jul,1779076
LASST450000000000005,1996,M08,1996 Aug,1784529
LASST450000000000005,1996,M09,1996 Sep,1789972
LASST450000000000005,1996,M10,1996 Oct,1795024
LASST450000000000005,1996,M11,1996 Nov,1799836
LASST450000000000005,1996,M12,1996 Dec,1804725
LASST450000000000005,1997,M01,1997 Jan,1809872
LASST450000000000005,1997,M02,1997 Feb,1815281
LASST450000000000005,1997,M03,1997 Mar,1821052
LASST450000000000005,1997,M04,1997 Apr,1826924
LASST450000000000005,1997,M05,1997 May,1832245
LASST450000000000005,1997,M06,1997 Jun,1836640
LASST450000000000005,1997,M07,1997 Jul,1840071
LASST450000000000005,1997,M08,1997 Aug,1842599
LASST450000000000005,1997,M09,1997 Sep,1844603
LASST450000000000005,1997,M10,1997 Oct,1846550
LASST450000000000005,1997,M11,1997 Nov,1848680
LASST450000000000005,1997,M12,1997 Dec,1851294
LASST450000000000005,1998,M01,1998 Jan,1854351
LASST450000000000005,1998,M02,1998 Feb,1857603
LASST450000000000005,1998,M03,1998 Mar,1860558
LASST450000000000005,1998,M04,1998 Apr,1863316
LASST450000000000005,1998,M05,1998 May,1866196
LASST450000000000005,1998,M06,1998 Jun,1869127
LASST450000000000005,1998,M07,1998 Jul,1872018
LASST450000000000005,1998,M08,1998 Aug,1875149
LASST450000000000005,1998,M09,1998 Sep,1878583
LASST450000000000005,1998,M10,1998 Oct,1881781
LASST450000000000005,1998,M11,1998 Nov,1884023
LASST450000000000005,1998,M12,1998 Dec,1885006
LASST450000000000005,1999,M01,1999 Jan,1885007
LASST450000000000005,1999,M02,1999 Feb,1884411
LASST450000000000005,1999,M03,1999 Mar,1883561
LASST450000000000005,1999,M04,1999 Apr,1882487
LASST450000000000005,1999,M05,1999 May,1880896
LASST450000000000005,1999,M06,1999 Jun,1878786
LASST450000000000005,1999,M07,1999 Jul,1876263
LASST450000000000005,1999,M08,1999 Aug,1873522
LASST450000000000005,1999,M09,1999 Sep,1871067
LASST450000000000005,1999,M10,1999 Oct,1869821
LASST450000000000005,1999,M11,1999 Nov,1870491
LASST450000000000005,1999,M12,1999 Dec,1872810
LASST450000000000005,2000,M01,2000 Jan,1876142
LASST450000000000005,2000,M02,2000 Feb,1879849
LASST450000000000005,2000,M03,2000 Mar,1883331
LASST450000000000005,2000,M04,2000 Apr,1886112
LASST450000000000005,2000,M05,2000 May,1888405
LASST450000000000005,2000,M06,2000 Jun,1890687
LASST450000000000005,2000,M07,2000 Jul,1893401
LASST450000000000005,2000,M08,2000 Aug,1896996
LASST450000000000005,2000,M09,2000 Sep,1901466
LASST450000000000005,2000,M10,2000 Oct,1906278
LASST450000000000005,2000,M11,2000 Nov,1910496
LASST450000000000005,2000,M12,2000 Dec,1897991
LASST450000000000005,2001,M01,2001 Jan,1886258
LASST450000000000005,2001,M02,2001 Feb,1874545
LASST450000000000005,2001,M03,2001 Mar,1862977
LASST450000000000005,2001,M04,2001 Apr,1852116
LASST450000000000005,2001,M05,2001 May,1842559
LASST450000000000005,2001,M06,2001 Jun,1834543
LASST450000000000005,2001,M07,2001 Jul,1828344
LASST450000000000005,2001,M08,2001 Aug,1823529
LASST450000000000005,2001,M09,2001 Sep,1819631
LASST450000000000005,2001,M10,2001 Oct,1816505
LASST450000000000005,2001,M11,2001 Nov,1814089
LASST450000000000005,2001,M12,2001 Dec,1812648
LASST450000000000005,2002,M01,2002 Jan,1812600
LASST450000000000005,2002,M02,2002 Feb,1814051
LASST450000000000005,2002,M03,2002 Mar,1816714
LASST450000000000005,2002,M04,2002 Apr,1820487
LASST450000000000005,2002,M05,2002 May,1825051
LASST450000000000005,2002,M06,2002 Jun,1829824
LASST450000000000005,2002,M07,2002 Jul,1833814
LASST450000000000005,2002,M08,2002 Aug,1836626
LASST450000000000005,2002,M09,2002 Sep,1838476
LASST450000000000005,2002,M10,2002 Oct,1839593
LASST450000000000005,2002,M11,2002 Nov,1840700
LASST450000000000005,2002,M12,2002 Dec,1842271
LASST450000000000005,2003,M01,2003 Jan,1844461
LASST450000000000005,2003,M02,2003 Feb,1847031
LASST450000000000005,2003,M03,2003 Mar,1849451
LASST450000000000005,2003,M04,2003 Apr,1851119
LASST450000000000005,2003,M05,2003 May,1851811
LASST450000000000005,2003,M06,2003 Jun,1852154
LASST450000000000005,2003,M07,2003 Jul,1853069
LASST450000000000005,2003,M08,2003 Aug,1855097
LASST450000000000005,2003,M09,2003 Sep,1858304
LASST450000000000005,2003,M10,2003 Oct,1862378
LASST450000000000005,2003,M11,2003 Nov,1866661
LASST450000000000005,2003,M12,2003 Dec,1870495
LASST450000000000005,2004,M01,2004 Jan,1873761
LASST450000000000005,2004,M02,2004 Feb,1876802
LASST450000000000005,2004,M03,2004 Mar,1880173
LASST450000000000005,2004,M04,2004 Apr,1884021
LASST450000000000005,2004,M05,2004 May,1888265
LASST450000000000005,2004,M06,2004 Jun,1892656
LASST450000000000005,2004,M07,2004 Jul,1896676
LASST450000000000005,2004,M08,2004 Aug,1899742
LASST450000000000005,2004,M09,2004 Sep,1901467
LASST450000000000005,2004,M10,2004 Oct,1901855
LASST450000000000005,2004,M11,2004 Nov,1901297
LASST450000000000005,2004,M12,2004 Dec,1900514
LASST450000000000005,2005,M01,2005 Jan,1899758
LASST450000000000005,2005,M02,2005 Feb,1899188
LASST450000000000005,2005,M03,2005 Mar,1899305
LASST450000000000005,2005,M04,2005 Apr,1900329
LASST450000000000005,2005,M05,2005 May,1902110
LASST450000000000005,2005,M06,2005 Jun,1904122
LASST450000000000005,2005,M07,2005 Jul,1915173
LASST450000000000005,2005,M08,2005 Aug,1925332
LASST450000000000005,2005,M09,2005 Sep,1934643
LASST450000000000005,2005,M10,2005 Oct,1943514
LASST450000000000005,2005,M11,2005 Nov,1952528
LASST450000000000005,2005,M12,2005 Dec,1962317
LASST450000000000005,2006,M01,2006 Jan,1968705
LASST450000000000005,2006,M02,2006 Feb,1985178
LASST450000000000005,2006,M03,2006 Mar,1987777
LASST450000000000005,2006,M04,2006 Apr,1990230
LASST450000000000005,2006,M05,2006 May,1992605
LASST450000000000005,2006,M06,2006 Jun,1995143
LASST450000000000005,2006,M07,2006 Jul,1998767
LASST450000000000005,2006,M08,2006 Aug,2004201
LASST450000000000005,2006,M09,2006 Sep,2011196
LASST450000000000005,2006,M10,2006 Oct,2019114
LASST450000000000005,2006,M11,2006 Nov,2026695
LASST450000000000005,2006,M12,2006 Dec,2032325
LASST450000000000005,2007,M01,2007 Jan,2035325
LASST450000000000005,2007,M02,2007 Feb,2035894
LASST450000000000005,2007,M03,2007 Mar,2034333
LASST450000000000005,2007,M04,2007 Apr,2031551
LASST450000000000005,2007,M05,2007 May,2028383
LASST450000000000005,2007,M06,2007 Jun,2025355
LASST450000000000005,2007,M07,2007 Jul,2022616
LASST450000000000005,2007,M08,2007 Aug,2020142
LASST450000000000005,2007,M09,2007 Sep,2018109
LASST450000000000005,2007,M10,2007 Oct,2016549
LASST450000000000005,2007,M11,2007 Nov,2015474
LASST450000000000005,2007,M12,2007 Dec,2014876
LASST450000000000005,2008,M01,2008 Jan,2014465
LASST450000000000005,2008,M02,2008 Feb,2014109
LASST450000000000005,2008,M03,2008 Mar,2013689
LASST450000000000005,2008,M04,2008 Apr,2012754
LASST450000000000005,2008,M05,2008 May,2011092
LASST450000000000005,2008,M06,2008 Jun,2008838
LASST450000000000005,2008,M07,2008 Jul,2006035
LASST450000000000005,2008,M08,2008 Aug,2002548
LASST450000000000005,2008,M09,2008 Sep,1997861
LASST450000000000005,2008,M10,2008 Oct,1991342
LASST450000000000005,2008,M11,2008 Nov,1982829
LASST450000000000005,2008,M12,2008 Dec,1972839
LASST450000000000005,2009,M01,2009 Jan,1961864
LASST450000000000005,2009,M02,2009 Feb,1950864
LASST450000000000005,2009,M03,2009 Mar,1941313
LASST450000000000005,2009,M04,2009 Apr,1933791
LASST450000000000005,2009,M05,2009 May,1927529
LASST450000000000005,2009,M06,2009 Jun,1921622
LASST450000000000005,2009,M07,2009 Jul,1915174
LASST450000000000005,2009,M08,2009 Aug,1907931
LASST450000000000005,2009,M09,2009 Sep,1900913
LASST450000000000005,2009,M10,2009 Oct,1895357
LASST450000000000005,2009,M11,2009 Nov,1892604
LASST450000000000005,2009,M12,2009 Dec,1893602
LASST450000000000005,2010,M01,2010 Jan,1898449
LASST450000000000005,2010,M02,2010 Feb,1905694
LASST450000000000005,2010,M03,2010 Mar,1913417
LASST450000000000005,2010,M04,2010 Apr,1920582
LASST450000000000005,2010,M05,2010 May,1926827
LASST450000000000005,2010,M06,2010 Jun,1931588
LASST450000000000005,2010,M07,2010 Jul,1934931
LASST450000000000005,2010,M08,2010 Aug,1937521
LASST450000000000005,2010,M09,2010 Sep,1939615
LASST450000000000005,2010,M10,2010 Oct,1941633
LASST450000000000005,2010,M11,2010 Nov,1943658
LASST450000000000005,2010,M12,2010 Dec,1945344
LASST450000000000005,2011,M01,2011 Jan,1946678
LASST450000000000005,2011,M02,2011 Feb,1947628
LASST450000000000005,2011,M03,2011 Mar,1948272
LASST450000000000005,2011,M04,2011 Apr,1948677
LASST450000000000005,2011,M05,2011 May,1949399
LASST450000000000005,2011,M06,2011 Jun,1951312
LASST450000000000005,2011,M07,2011 Jul,1954830
LASST450000000000005,2011,M08,2011 Aug,1959427
LASST450000000000005,2011,M09,2011 Sep,1964431
LASST450000000000005,2011,M10,2011 Oct,1969230
LASST450000000000005,2011,M11,2011 Nov,1973095
LASST450000000000005,2011,M12,2011 Dec,1975735
LASST450000000000005,2012,M01,2012 Jan,1977447
LASST450000000000005,2012,M02,2012 Feb,1978893
LASST450000000000005,2012,M03,2012 Mar,1980232
LASST450000000000005,2012,M04,2012 Apr,1981691
LASST450000000000005,2012,M05,2012 May,1983929
LASST450000000000005,2012,M06,2012 Jun,1987341
LASST450000000000005,2012,M07,2012 Jul,1991994
LASST450000000000005,2012,M08,2012 Aug,1997580
LASST450000000000005,2012,M09,2012 Sep,2003396
LASST450000000000005,2012,M10,2012 Oct,2008369
LASST450000000000005,2012,M11,2012 Nov,2011982
LASST450000000000005,2012,M12,2012 Dec,2014398
LASST450000000000005,2013,M01,2013 Jan,2016002
LASST450000000000005,2013,M02,2013 Feb,2017705
LASST450000000000005,2013,M03,2013 Mar,2020519
LASST450000000000005,2013,M04,2013 Apr,2024897
LASST450000000000005,2013,M05,2013 May,2029943
LASST450000000000005,2013,M06,2013 Jun,2034640
LASST450000000000005,2013,M07,2013 Jul,2038451
LASST450000000000005,2013,M08,2013 Aug,2041415
LASST450000000000005,2013,M09,2013 Sep,2043945
LASST450000000000005,2013,M10,2013 Oct,2046797
LASST450000000000005,2013,M11,2013 Nov,2050570
LASST450000000000005,2013,M12,2013 Dec,2055149
LASST450000000000005,2014,M01,2014 Jan,2060182
LASST450000000000005,2014,M02,2014 Feb,2065174
LASST450000000000005,2014,M03,2014 Mar,2069541
LASST450000000000005,2014,M04,2014 Apr,2072892
LASST450000000000005,2014,M05,2014 May,2075727
LASST450000000000005,2014,M06,2014 Jun,2078892
LASST450000000000005,2014,M07,2014 Jul,2082702
LASST450000000000005,2014,M08,2014 Aug,2087391
LASST450000000000005,2014,M09,2014 Sep,2092822
LASST450000000000005,2014,M10,2014 Oct,2098372
LASST450000000000005,2014,M11,2014 Nov,2103434
LASST450000000000005,2014,M12,2014 Dec,2108022
LASST450000000000005,2015,M01,2015 Jan,2112314
LASST450000000000005,2015,M02,2015 Feb,2116354
LASST450000000000005,2015,M03,2015 Mar,2120647
LASST450000000000005,2015,M04,2015 Apr,2125329
LASST450000000000005,2015,M05,2015 May,2129882
LASST450000000000005,2015,M06,2015 Jun,2133764
LASST450000000000005,2015,M07,2015 Jul,2136969
LASST450000000000005,2015,M08,2015 Aug,2139758
LASST450000000000005,2015,M09,2015 Sep,2142840
LASST450000000000005,2015,M10,2015 Oct,2147013
LASST450000000000005,2015,M11,2015 Nov,2152291
LASST450000000000005,2015,M12,2015 Dec,2157985
LASST450000000000005,2016,M01,2016 Jan,2163254
LASST450000000000005,2016,M02,2016 Feb,2167393
LASST450000000000005,2016,M03,2016 Mar,2170026
LASST450000000000005,2016,M04,2016 Apr,2171385
LASST450000000000005,2016,M05,2016 May,2172197
LASST450000000000005,2016,M06,2016 Jun,2172971
LASST450000000000005,2016,M07,2016 Jul,2174111
LASST450000000000005,2016,M08,2016 Aug,2175693
LASST450000000000005,2016,M09,2016 Sep,2177396
LASST450000000000005,2016,M10,2016 Oct,2179118
LASST450000000000005,2016,M11,2016 Nov,2181286
LASST450000000000005,2016,M12,2016 Dec,2184139
LASST450000000000005,2017,M01,2017 Jan,2155359
LASST450000000000005,2017,M02,2017 Feb,2158908
LASST450000000000005,2017,M03,2017 Mar,2162564
LASST450000000000005,2017,M04,2017 Apr,2166033
LASST450000000000005,2017,M05,2017 May,2169130
LASST450000000000005,2017,M06,2017 Jun,2171395
LASST450000000000005,2017,M07,2017 Jul,2172303
LASST450000000000005,2017,M08,2017 Aug,2171730
LASST450000000000005,2017,M09,2017 Sep,2170172
LASST450000000000005,2017,M10,2017 Oct,2168436
LASST450000000000005,2017,M11,2017 Nov,2167270
LASST450000000000005,2017,M12,2017 Dec,2167809
LASST450000000000005,2018,M01,2018 Jan,2173906
LASST450000000000005,2018,M02,2018 Feb,2179771
LASST450000000000005,2018,M03,2018 Mar,2187356
LASST450000000000005,2018,M04,2018 Apr,2194735
LASST450000000000005,2018,M05,2018 May,2200403
LASST450000000000005,2018,M06,2018 Jun,2204417
LASST450000000000005,2018,M07,2018 Jul,2207615
LASST450000000000005,2018,M08,2018 Aug,2211124
LASST450000000000005,2018,M09,2018 Sep,2215518
LASST450000000000005,2018,M10,2018 Oct,2220965
LASST450000000000005,2018,M11,2018 Nov,2227242
LASST450000000000005,2018,M12,2018 Dec,2233861
LASST450000000000005,2019,M01,2019 Jan,2247736
LASST450000000000005,2019,M02,2019 Feb,2253238
LASST450000000000005,2019,M03,2019 Mar,2258070
LASST450000000000005,2019,M04,2019 Apr,2262845
LASST450000000000005,2019,M05,2019 May,2267519
LASST450000000000005,2019,M06,2019 Jun,2271600
LASST450000000000005,2019,M07,2019 Jul,2274722
LASST450000000000005,2019,M08,2019 Aug,2276857
LASST450000000000005,2019,M09,2019 Sep,2278832
LASST450000000000005,2019,M10,2019 Oct,2280335
LASST450000000000005,2019,M11,2019 Nov,2280737
LASST450000000000005,2019,M12,2019 Dec,2278414
LASST450000000000005,2020,M01,2020 Jan,2272558
LASST450000000000005,2020,M02,2020 Feb,2263616
LASST450000000000005,2020,M03,2020 Mar,2253825
LASST450000000000005,2020,M04,2020 Apr,2045469
LASST450000000000005,2020,M05,2020 May,2116188
LASST450000000000005,2020,M06,2020 Jun,2143573
LASST450000000000005,2020,M07,2020 Jul,2172230
LASST450000000000005,2020,M08,2020 Aug,2197005
LASST450000000000005,2020,M09,2020 Sep,2217243
LASST450000000000005,2020,M10,2020 Oct,2230404
LASST450000000000005,2020,M11,2020 Nov,2237939
LASST450000000000005,2020,M12,2020 Dec,2241475
